Segment,EDA Values
35,"[11.45436954498291, 11.473170280456543, 11.473170280456543, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.56847858428955, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.492217063903809, 11.492217063903809, 11.511140823364258, 11.473170280456543, 11.492217063903809, 11.473170280456543, 11.530315399169922, 11.530315399169922, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.530315399169922, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.511140823364258, 11.511140823364258, 11.530315399169922, 11.492217063903809, 11.492217063903809, 11.492217063903809, 11.511140823364258, 11.473170280456543, 11.473170280456543, 11.45436954498291, 11.473170280456543, 11.511140823364258, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137]"
36,"[11.530315399169922, 11.530315399169922, 11.530315399169922, 11.549365043640137, 11.511140823364258, 11.549365043640137, 11.549365043640137, 11.58784294128418, 11.549365043640137, 11.56847858428955, 11.56847858428955, 11.56847858428955, 11.549365043640137, 11.607084274291992, 11.58784294128418, 11.58784294128418, 11.58784294128418, 11.58784294128418, 11.626579284667969, 11.626579284667969, 11.607084274291992, 11.626579284667969, 11.607084274291992, 11.645949363708496, 11.626579284667969, 11.626579284667969, 11.645949363708496, 11.626579284667969, 11.645949363708496, 11.607084274291992, 11.645949363708496, 11.645949363708496, 11.665384292602539, 11.665384292602539, 11.70464038848877, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.803849220275879, 11.803849220275879, 11.82401180267334, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.86414623260498, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.844045639038086, 11.82401180267334, 11.763927459716797, 11.783950805664062, 11.763927459716797, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.744162559509277, 11.70464038848877, 11.685074806213379, 11.685074806213379, 11.645949363708496, 11.685074806213379, 11.665384292602539, 11.70464038848877, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496]"
37,"[11.645949363708496, 11.645949363708496, 11.645949363708496, 11.645949363708496, 11.626579284667969, 11.626579284667969, 11.58784294128418, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.549365043640137, 11.530315399169922, 11.492217063903809, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.45436954498291, 11.416770935058594, 11.379419326782227, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.360925674438477, 11.342491149902344, 11.305622100830078, 11.287188529968262, 11.26899242401123, 11.250855445861816, 11.250855445861816, 11.26899242401123, 11.250855445861816, 11.232598304748535, 11.196440696716309, 11.178535461425781, 11.178535461425781, 11.178535461425781, 11.178535461425781, 11.160688400268555, 11.107139587402344, 11.142723083496094, 11.107139587402344, 11.089520454406738, 11.071954727172852, 11.089520454406738, 11.036820411682129, 11.071954727172852, 11.01925277709961, 11.001909255981445, 11.001909255981445, 11.001909255981445, 11.001909255981445, 10.967218399047852, 10.932744979858398, 10.91567325592041, 10.91567325592041, 10.984621047973633, 10.91567325592041, 10.95003890991211, 10.932744979858398, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.881523132324219, 10.830778121948242, 10.881523132324219, 10.881523132324219, 10.881523132324219, 10.91567325592041]"
38,"[10.91567325592041, 10.881523132324219, 10.86461067199707, 10.881523132324219, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.780505180358887, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.730695724487305, 10.714088439941406, 10.681184768676758, 10.747193336486816, 10.681184768676758, 10.681184768676758, 10.697691917419434, 10.697691917419434, 10.697691917419434, 10.697691917419434, 10.747193336486816, 10.697691917419434, 10.730695724487305, 10.714088439941406, 10.730695724487305, 10.714088439941406, 10.681184768676758, 10.681184768676758, 10.681184768676758, 10.664889335632324, 10.681184768676758, 10.697691917419434, 10.681184768676758, 10.714088439941406, 10.681184768676758, 10.664889335632324, 10.730695724487305, 10.664889335632324, 10.747193336486816, 10.681184768676758, 10.681184768676758, 10.697691917419434, 10.664889335632324, 10.697691917419434, 10.697691917419434, 10.714088439941406, 10.681184768676758, 10.714088439941406, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.763742446899414, 10.747193336486816, 10.747193336486816]"
39,"[10.763742446899414, 10.747193336486816, 10.747193336486816, 10.780505180358887, 10.8140230178833, 10.79715633392334, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.763742446899414, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.79715633392334, 10.780505180358887, 10.79715633392334, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.86461067199707, 10.847585678100586, 10.847585678100586, 10.86461067199707, 10.881523132324219, 10.830778121948242, 10.86461067199707, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.91567325592041, 10.89865493774414, 10.89865493774414, 10.89865493774414, 10.89865493774414, 10.881523132324219, 10.86461067199707, 10.847585678100586, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242]"
40,"[10.830778121948242, 10.830778121948242, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.780505180358887, 10.8140230178833, 10.79715633392334, 10.8140230178833, 10.8140230178833, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.79715633392334, 10.763742446899414, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.780505180358887, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.8140230178833, 10.780505180358887, 10.8140230178833, 10.780505180358887, 10.8140230178833, 10.763742446899414, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.830778121948242, 10.780505180358887, 10.830778121948242, 10.79715633392334, 10.780505180358887, 10.79715633392334, 10.79715633392334, 10.763742446899414, 10.830778121948242, 10.79715633392334, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242]"
41,"[10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.79715633392334, 10.763742446899414, 10.79715633392334, 10.79715633392334, 10.763742446899414, 10.763742446899414, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.780505180358887, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.730695724487305, 10.747193336486816, 10.714088439941406, 10.747193336486816, 10.664889335632324, 10.681184768676758, 10.697691917419434, 10.681184768676758, 10.697691917419434, 10.714088439941406, 10.730695724487305, 10.714088439941406, 10.714088439941406, 10.714088439941406, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.763742446899414, 10.780505180358887, 10.8140230178833, 10.830778121948242, 10.830778121948242, 10.830778121948242]"
42,"[10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.847585678100586, 10.847585678100586, 10.847585678100586, 10.881523132324219, 10.91567325592041, 10.881523132324219, 10.847585678100586, 10.86461067199707, 10.89865493774414, 10.86461067199707, 10.881523132324219, 10.91567325592041, 10.86461067199707, 10.89865493774414, 10.881523132324219, 10.86461067199707, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.830778121948242, 10.8140230178833, 10.830778121948242, 10.79715633392334, 10.830778121948242, 10.8140230178833, 10.780505180358887, 10.79715633392334, 10.79715633392334, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.730695724487305, 10.747193336486816, 10.714088439941406, 10.730695724487305, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.747193336486816, 10.681184768676758, 10.714088439941406, 10.664889335632324, 10.681184768676758, 10.664889335632324, 10.681184768676758, 10.681184768676758, 10.664889335632324, 10.681184768676758, 10.697691917419434, 10.681184768676758, 10.714088439941406, 10.714088439941406, 10.664889335632324, 10.697691917419434, 10.664889335632324, 10.681184768676758, 10.664889335632324, 10.664889335632324, 10.664889335632324, 10.664889335632324, 10.664889335632324, 10.664889335632324, 10.664889335632324]"
43,"[10.664889335632324, 10.664889335632324, 10.664889335632324, 10.632287979125977, 10.599884986877441, 10.616141319274902, 10.616141319274902, 10.616141319274902, 10.616141319274902, 10.58383560180664, 10.632287979125977, 10.58383560180664, 10.58383560180664, 10.58383560180664, 10.58383560180664, 10.58383560180664, 10.58383560180664, 10.58383560180664, 10.567835807800293, 10.535823822021484, 10.58383560180664, 10.567835807800293, 10.567835807800293, 10.58383560180664, 10.58383560180664, 10.58383560180664, 10.567835807800293, 10.551727294921875, 10.535823822021484, 10.51981258392334, 10.567835807800293, 10.504005432128906, 10.504005432128906, 10.504005432128906, 10.504005432128906, 10.504005432128906, 10.504005432128906, 10.504005432128906, 10.44094181060791, 10.44094181060791, 10.456713676452637, 10.425370216369629, 10.425370216369629, 10.44094181060791, 10.425370216369629, 10.425370216369629, 10.425370216369629, 10.425370216369629, 10.409844398498535, 10.409844398498535, 10.425370216369629, 10.409844398498535, 10.425370216369629, 10.394214630126953, 10.394214630126953, 10.34790325164795, 10.36324405670166, 10.34790325164795, 10.36324405670166, 10.34790325164795, 10.34790325164795, 10.34790325164795, 10.34790325164795, 10.34790325164795, 10.33260726928711, 10.34790325164795, 10.317208290100098, 10.33260726928711, 10.33260726928711, 10.302002906799316, 10.302002906799316, 10.286694526672363, 10.286694526672363, 10.302002906799316, 10.271578788757324]"
44,"[10.271578788757324, 10.271578788757324, 10.256508827209473, 10.271578788757324, 10.271578788757324, 10.271578788757324, 10.271578788757324, 10.256508827209473, 10.196372985839844, 10.211267471313477, 10.211267471313477, 10.211267471313477, 10.211267471313477, 10.196372985839844, 10.196372985839844, 10.211267471313477, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.196372985839844, 10.181522369384766, 10.181522369384766, 10.196372985839844, 10.151803970336914, 10.181522369384766, 10.151803970336914, 10.122260093688965, 10.122260093688965, 10.13693904876709, 10.122260093688965, 10.122260093688965, 10.122260093688965, 10.122260093688965, 10.107624053955078, 10.107624053955078, 10.092886924743652, 10.078335762023926, 10.049217224121094, 10.049217224121094, 10.049217224121094, 10.063684463500977, 10.049217224121094, 10.049217224121094, 10.049217224121094, 10.049217224121094, 10.020265579223633, 10.020265579223633, 9.977219581604004, 10.005922317504883, 9.977219581604004, 9.977219581604004, 9.963000297546387, 9.977219581604004, 9.977219581604004, 9.977219581604004, 9.991480827331543, 9.977219581604004, 9.977219581604004, 9.977219581604004, 9.977219581604004]"
45,"[9.977219581604004, 9.977219581604004, 9.963000297546387, 9.948680877685547, 9.934542655944824, 9.963000297546387, 9.963000297546387, 9.948680877685547, 9.948680877685547, 9.920306205749512, 9.948680877685547, 9.948680877685547, 9.920306205749512, 9.920306205749512, 9.948680877685547, 9.920306205749512, 9.920306205749512, 9.90624713897705, 9.90624713897705, 9.90624713897705, 9.90624713897705, 9.90624713897705, 9.892229080200195, 9.90624713897705, 9.892229080200195, 9.864173889160156, 9.83627700805664, 9.83627700805664, 9.83627700805664, 9.83627700805664, 9.83627700805664, 9.83627700805664, 9.83627700805664, 9.83627700805664, 9.822456359863281, 9.78095531463623, 9.78095531463623, 9.78095531463623, 9.767289161682129, 9.767289161682129, 9.767289161682129, 9.767289161682129, 9.767289161682129, 9.767289161682129, 9.753660202026367, 9.767289161682129, 9.739936828613281, 9.726385116577148, 9.739936828613281, 9.712738037109375, 9.726385116577148, 9.699261665344238, 9.699261665344238, 9.699261665344238, 9.699261665344238, 9.699261665344238, 9.699261665344238, 9.699261665344238, 9.699261665344238, 9.685821533203125, 9.685821533203125, 9.685821533203125, 9.67228889465332, 9.685821533203125, 9.645465850830078, 9.658924102783203, 9.63217544555664, 9.645465850830078, 9.63217544555664, 9.63217544555664, 9.63217544555664, 9.63217544555664, 9.618921279907227, 9.605573654174805, 9.579118728637695]"
46,"[9.579118728637695, 9.579118728637695, 9.579118728637695, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.579118728637695, 9.592392921447754, 9.579118728637695, 9.566010475158691, 9.566010475158691, 9.579118728637695, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.566010475158691, 9.552938461303711, 9.566010475158691, 9.526771545410156, 9.526771545410156, 9.513678550720215, 9.526771545410156, 9.500748634338379, 9.500748634338379, 9.500748634338379, 9.500748634338379, 9.500748634338379, 9.500748634338379, 9.500748634338379, 9.487853050231934, 9.462041854858398, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.423649787902832, 9.423649787902832, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.436370849609375, 9.398186683654785, 9.423649787902832, 9.436370849609375, 9.436370849609375, 9.423649787902832, 9.410839080810547, 9.398186683654785, 9.410839080810547, 9.423649787902832, 9.436370849609375, 9.410839080810547, 9.436370849609375, 9.423649787902832, 9.410839080810547, 9.436370849609375, 9.436370849609375, 9.423649787902832, 9.423649787902832, 9.423649787902832, 9.410839080810547, 9.410839080810547]"
47,"[9.436370849609375, 9.385443687438965, 9.398186683654785, 9.398186683654785, 9.385443687438965, 9.372859954833984, 9.385443687438965, 9.372859954833984, 9.372859954833984, 9.372859954833984, 9.372859954833984, 9.372859954833984, 9.360309600830078, 9.372859954833984, 9.372859954833984, 9.360309600830078, 9.372859954833984, 9.360309600830078, 9.335186958312988, 9.34766960144043, 9.335186958312988, 9.322614669799805, 9.372859954833984, 9.34766960144043, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.310197830200195, 9.285343170166016, 9.273026466369629, 9.248368263244629, 9.273026466369629, 9.248368263244629, 9.248368263244629, 9.248368263244629, 9.22384262084961, 9.187355041503906, 9.199445724487305, 9.199445724487305, 9.187355041503906, 9.199445724487305, 9.187355041503906, 9.199445724487305, 9.187355041503906, 9.151155471801758, 9.127140998840332, 9.139073371887207, 9.127140998840332, 9.127140998840332, 9.127140998840332, 9.127140998840332, 9.127140998840332, 9.127140998840332, 9.091412544250488, 9.115239143371582, 9.091412544250488, 9.079488754272461, 9.103252410888672, 9.067710876464844, 9.091412544250488, 9.091412544250488, 9.067710876464844, 9.067710876464844, 9.091412544250488, 9.067710876464844, 9.079488754272461, 9.079488754272461, 9.091412544250488, 9.067710876464844, 9.067710876464844]"
48,"[9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.067710876464844, 9.044132232666016, 9.055964469909668, 9.067710876464844, 9.055964469909668, 9.03244686126709, 9.03244686126709, 9.020676612854004, 9.009051322937012, 9.009051322937012, 9.009051322937012, 9.009051322937012, 9.009051322937012, 9.009051322937012, 8.997454643249512, 8.9857759475708, 9.009051322937012, 8.9857759475708, 8.9857759475708, 8.974239349365234, 8.997454643249512, 8.9857759475708, 8.962620735168457, 8.951144218444824, 8.951144218444824, 8.951144218444824, 8.951144218444824, 8.951144218444824, 8.951144218444824, 8.951144218444824, 8.951144218444824, 8.939696311950684, 8.951144218444824, 8.951144218444824, 8.928166389465332, 8.916777610778809, 8.893977165222168, 8.893977165222168, 8.893977165222168, 8.893977165222168, 8.893977165222168, 8.893977165222168, 8.893977165222168, 8.882675170898438, 8.882675170898438, 8.871292114257812, 8.882675170898438, 8.860047340393066, 8.848722457885742, 8.848722457885742, 8.848722457885742, 8.837535858154297, 8.848722457885742, 8.837535858154297, 8.837535858154297, 8.837535858154297, 8.837535858154297, 8.837535858154297, 8.837535858154297, 8.837535858154297, 8.792852401733398, 8.815136909484863, 8.792852401733398, 8.781805992126465, 8.781805992126465, 8.781805992126465]"
49,"[8.770787239074707, 8.759688377380371, 8.770787239074707, 8.781805992126465, 8.770787239074707, 8.726774215698242, 8.759688377380371, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.737682342529297, 8.726774215698242, 8.737682342529297, 8.737682342529297, 8.726774215698242, 8.759688377380371, 8.770787239074707, 8.770787239074707, 8.759688377380371, 8.759688377380371, 8.748724937438965, 8.770787239074707, 8.737682342529297, 8.770787239074707, 8.770787239074707, 8.781805992126465, 8.748724937438965, 8.759688377380371, 8.759688377380371, 8.748724937438965, 8.737682342529297, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.715893745422363, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.715893745422363, 8.726774215698242, 8.726774215698242, 8.726774215698242, 8.715893745422363, 8.694106101989746, 8.694106101989746, 8.683201789855957, 8.694106101989746, 8.672429084777832, 8.683201789855957, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.661683082580566, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832]"
50,"[8.672429084777832, 8.672429084777832, 8.672429084777832, 8.672429084777832, 8.661683082580566, 8.661683082580566, 8.672429084777832, 8.672429084777832, 8.661683082580566, 8.661683082580566, 8.661683082580566, 8.661683082580566, 8.640165328979492, 8.62939453125, 8.62939453125, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.608141899108887, 8.608141899108887, 8.618755340576172, 8.608141899108887, 8.58689022064209, 8.58689022064209, 8.565741539001465, 8.565741539001465, 8.576251983642578, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.576251983642578, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.555259704589844, 8.565741539001465, 8.565741539001465, 8.555259704589844, 8.565741539001465, 8.555259704589844, 8.555259704589844, 8.555259704589844, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.576251983642578, 8.565741539001465, 8.576251983642578, 8.576251983642578, 8.597451210021973, 8.608141899108887, 8.618755340576172, 8.618755340576172]"
51,"[8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.618755340576172, 8.608141899108887, 8.618755340576172, 8.608141899108887, 8.608141899108887, 8.597451210021973, 8.608141899108887, 8.58689022064209, 8.576251983642578, 8.58689022064209, 8.565741539001465, 8.565741539001465, 8.576251983642578, 8.576251983642578, 8.565741539001465, 8.576251983642578, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.58689022064209, 8.576251983642578, 8.576251983642578, 8.576251983642578, 8.58689022064209, 8.597451210021973, 8.58689022064209, 8.565741539001465, 8.58689022064209, 8.58689022064209, 8.58689022064209, 8.565741539001465, 8.565741539001465, 8.576251983642578, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.565741539001465, 8.555259704589844, 8.53426742553711, 8.53426742553711, 8.544698715209961, 8.555259704589844, 8.53426742553711, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.523758888244629, 8.513378143310547, 8.513378143310547, 8.513378143310547, 8.513378143310547]"
52,"[8.513378143310547, 8.513378143310547, 8.513378143310547, 8.503022193908691, 8.503022193908691, 8.503022193908691, 8.471904754638672, 8.471904754638672, 8.49259090423584, 8.461649894714355, 8.461649894714355, 8.471904754638672, 8.461649894714355, 8.461649894714355, 8.451419830322266, 8.451419830322266, 8.451419830322266, 8.451419830322266, 8.41054630279541, 8.430932998657227, 8.44111442565918, 8.430932998657227, 8.420677185058594, 8.41054630279541, 8.41054630279541, 8.420677185058594, 8.41054630279541, 8.41054630279541, 8.41054630279541, 8.41054630279541, 8.41054630279541, 8.41054630279541, 8.400439262390137, 8.41054630279541, 8.400439262390137, 8.400439262390137, 8.380199432373047, 8.380199432373047, 8.37006664276123, 8.360055923461914, 8.380199432373047, 8.360055923461914, 8.360055923461914, 8.360055923461914, 8.350069999694824, 8.360055923461914, 8.350069999694824, 8.340010643005371, 8.320059776306152, 8.340010643005371, 8.310168266296387, 8.310168266296387, 8.310168266296387, 8.310168266296387, 8.310168266296387, 8.310168266296387, 8.310168266296387, 8.300301551818848, 8.290361404418945, 8.280540466308594, 8.260872840881348, 8.280540466308594, 8.270647048950195, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.25112247467041, 8.25112247467041]"
53,"[8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.241299629211426, 8.241299629211426, 8.25112247467041, 8.231595039367676, 8.221817970275879, 8.212159156799316, 8.212159156799316, 8.231595039367676, 8.25112247467041, 8.25112247467041, 8.221817970275879, 8.231595039367676, 8.221817970275879, 8.231595039367676, 8.212159156799316, 8.212159156799316, 8.221817970275879, 8.212159156799316, 8.221817970275879, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.212159156799316, 8.221817970275879, 8.212159156799316, 8.212159156799316, 8.221817970275879, 8.241299629211426, 8.260872840881348, 8.25112247467041, 8.25112247467041, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.260872840881348, 8.290361404418945, 8.290361404418945, 8.280540466308594, 8.270647048950195, 8.300301551818848]"
